Age,Exercise,Cigarettes,Label
60.2,14.6,11,Neutral
40.9,22.8,0,Neutral
53.6,16.1,48,Bad
62.3,9.0,0,Neutral
35.4,54.3,0,Good
47.8,34.3,0,Good
32.6,27.9,13,Neutral
32.9,3.4,0,Bad
45.8,39.0,27,Good
43.4,18.3,0,Neutral
55.1,21.1,5,Neutral
24.5,22.1,0,Neutral
37.0,13.0,0,Neutral
50.9,12.7,44,Bad
47.8,18.3,0,Neutral
20.6,25.5,0,Neutral
38.7,8.3,8,Neutral
41.3,56.5,35,Good
61.6,5.2,42,Bad
50.2,55.4,18,Good
42.2,5.8,0,Neutral
40.1,96.3,58,Neutral
52.5,13.6,30,Neutral
40.8,35.3,0,Good
39.3,32.6,23,Good
50.8,54.5,58,Bad
37.5,29.3,0,Good
60.9,15.6,16,Neutral
60.8,17.8,0,Neutral
32.2,6.6,29,Bad
43.5,25.8,0,Neutral
36.0,19.4,0,Neutral
49.2,12.8,37,Neutral
43.3,11.5,0,Neutral
48.3,8.4,63,Bad
38.7,55.0,54,Neutral
44.0,22.9,0,Neutral
46.1,24.0,0,Neutral
37.5,38.4,61,Bad
31.5,12.5,0,Neutral
47.5,39.1,19,Good
45.2,1.9,55,Bad
36.0,47.1,5,Good
44.5,53.3,25,Good
34.4,41.0,21,Good
39.2,72.0,48,Good
43.7,39.0,34,Good
45.5,73.1,0,Good
37.7,89.4,0,Good
46.4,14.2,17,Neutral
45.2,14.3,0,Neutral
56.9,53.7,0,Good
44.3,54.9,0,Good
53.1,11.6,0,Neutral
44.4,12.5,0,Neutral
36.8,16.2,0,Neutral
54.8,9.4,14,Neutral
42.5,12.6,41,Bad
39.9,9.3,43,Bad
46.0,27.9,3,Good
37.2,4.2,0,Bad
54.7,9.9,13,Neutral
35.6,19.5,32,Neutral
37.1,11.3,20,Neutral
43.8,0.1,0,Bad
35.8,5.0,28,Bad
42.4,28.5,0,Good
25.9,31.2,55,Bad
35.2,22.7,0,Neutral
49.8,16.4,0,Neutral
53.5,0.9,0,Bad
46.1,17.2,0,Neutral
27.1,47.1,13,Good
45.1,32.3,17,Good
51.9,2.0,9,Bad
22.6,37.9,24,Good
45.5,0.1,51,Bad
35.4,4.1,0,Bad
53.6,22.4,29,Neutral
45.8,18.4,0,Neutral
47.4,3.1,3,Bad
34.8,7.7,0,Neutral
39.5,62.8,0,Good
38.4,2.1,10,Bad
44.0,1.5,0,Bad
45.9,11.6,0,Neutral
60.4,24.2,0,Good
36.5,2.0,0,Bad
38.4,51.4,14,Good
50.9,24.6,0,Good
53.7,10.7,52,Bad
34.9,44.9,10,Good
50.0,13.1,0,Neutral
62.1,17.3,0,Neutral
36.3,4.5,0,Bad
34.8,47.2,0,Good
49.6,18.0,0,Neutral
63.5,45.9,38,Good
36.0,35.4,0,Good
23.9,5.1,31,Bad
51.2,9.9,0,Neutral
49.8,17.4,0,Neutral
41.2,16.0,0,Neutral
49.5,14.6,2,Neutral
51.2,1.7,0,Bad
54.7,9.2,24,Neutral
36.4,9.6,43,Bad
53.6,20.2,0,Neutral
22.3,9.6,0,Bad
53.7,16.3,0,Neutral
57.8,8.7,25,Neutral
35.6,17.7,0,Neutral
54.0,53.7,0,Good
53.4,63.0,42,Good
52.5,3.7,0,Neutral
44.6,15.6,23,Neutral
32.9,0.7,48,Bad
51.5,35.8,0,Good
38.9,13.2,0,Neutral
58.0,31.3,0,Good
48.0,13.9,34,Neutral
39.2,57.0,0,Good
53.2,8.3,0,Neutral
36.6,4.7,23,Bad
46.6,12.4,2,Neutral
58.3,62.5,0,Good
53.3,51.6,8,Good
57.0,19.0,9,Neutral
37.7,7.7,10,Neutral
25.4,13.5,0,Neutral
40.9,13.1,0,Neutral
63.4,11.1,0,Neutral
38.8,10.4,14,Neutral
41.2,25.4,0,Neutral
64.3,3.8,0,Neutral
29.3,3.7,0,Bad
49.9,19.6,0,Neutral
21.5,93.8,3,Good
47.3,16.4,21,Neutral
38.9,85.5,0,Good
45.2,19.8,20,Neutral
50.9,4.1,47,Bad
47.6,10.5,15,Neutral
48.3,0.4,18,Bad
48.1,14.5,0,Neutral
39.7,16.3,30,Neutral
40.4,5.9,7,Bad
54.0,22.5,0,Neutral
50.7,38.0,30,Good
53.0,6.9,22,Neutral
48.5,32.4,21,Good
53.8,14.5,30,Neutral
36.7,17.6,0,Neutral
56.2,1.1,59,Bad
49.3,88.7,52,Good
22.9,11.0,0,Neutral
29.1,17.3,0,Neutral
40.1,12.8,14,Neutral
25.3,30.7,58,Bad
37.9,5.9,0,Bad
41.2,33.5,16,Good
39.4,7.8,33,Bad
35.2,4.1,0,Bad
40.2,6.6,0,Neutral
52.2,67.7,12,Good
43.6,4.7,0,Neutral
41.4,67.4,2,Good
38.9,7.9,25,Bad
38.9,31.3,0,Good
64.8,50.9,0,Good
41.4,15.7,0,Neutral
47.6,38.3,5,Good
55.4,27.2,26,Good
24.7,10.4,53,Bad
50.8,11.1,29,Neutral
45.2,4.1,14,Bad
43.4,36.1,0,Good
51.0,39.8,30,Good
60.1,15.8,0,Neutral
45.0,28.6,5,Good
40.1,10.4,0,Neutral
27.2,21.2,27,Neutral
38.9,16.1,24,Neutral
23.0,48.2,0,Good
45.2,51.1,0,Good
28.0,12.8,9,Neutral
22.9,51.2,0,Good
43.6,43.2,0,Good
54.6,57.6,0,Good
41.7,38.3,0,Good
36.8,24.3,0,Neutral
27.2,19.2,0,Neutral
43.2,45.4,42,Good
56.6,53.1,7,Good
43.5,9.6,49,Bad
61.5,1.7,5,Neutral
36.6,50.5,0,Good
40.2,13.0,0,Neutral
52.3,12.2,8,Neutral
54.2,58.9,0,Good
48.9,92.8,0,Good
35.8,96.1,0,Good
36.4,1.4,0,Bad
51.7,49.8,18,Good
53.8,9.9,0,Neutral
38.2,27.9,0,Neutral
38.3,24.4,39,Neutral
20.7,4.3,51,Bad
53.4,11.5,0,Neutral
37.9,21.3,2,Neutral
32.3,22.2,3,Neutral
35.8,18.7,0,Neutral
25.3,15.8,0,Neutral
41.9,42.3,0,Good
63.5,4.0,55,Bad
24.3,2.9,61,Bad
28.7,15.6,34,Neutral
39.9,23.3,0,Neutral
35.9,16.5,0,Neutral
43.1,29.0,0,Good
41.2,26.7,0,Neutral
48.1,53.8,19,Good
39.5,15.4,0,Neutral
22.6,24.1,36,Neutral
27.5,30.6,32,Neutral
52.8,0.4,61,Bad
49.4,4.6,28,Bad
21.7,20.3,0,Neutral
38.9,11.6,5,Neutral
51.8,27.5,0,Good
46.0,39.8,0,Good
39.0,52.4,0,Good
36.6,27.4,0,Neutral
51.8,12.6,5,Neutral
44.9,34.9,0,Good
35.3,12.1,58,Bad
61.3,2.3,6,Neutral
62.6,32.4,0,Good
49.7,28.6,5,Good
38.8,9.3,43,Bad
45.3,29.8,46,Neutral
58.2,5.8,17,Neutral
53.8,8.9,59,Bad
61.7,17.8,0,Neutral
55.7,12.1,60,Bad
49.5,9.0,58,Bad
53.6,1.7,0,Bad
35.5,7.7,47,Bad
43.5,29.3,21,Good
38.6,4.5,0,Bad
21.9,21.8,0,Neutral
42.8,25.5,0,Neutral
42.9,1.6,16,Bad
40.5,26.5,0,Neutral
50.2,28.6,0,Good
63.9,18.9,49,Bad
46.3,2.0,44,Bad
44.4,34.4,10,Good
57.3,14.8,56,Bad
50.7,19.1,62,Bad
42.7,18.6,0,Neutral
36.6,16.1,0,Neutral
58.0,19.3,0,Neutral
39.3,21.1,0,Neutral
52.6,17.5,32,Neutral
44.4,29.2,26,Good
41.9,6.0,0,Neutral
53.7,54.8,0,Good
32.7,25.1,40,Neutral
53.5,0.1,46,Bad
28.8,9.6,0,Neutral
45.8,4.7,62,Bad
50.7,0.9,0,Bad
48.7,10.5,63,Bad
51.6,31.3,15,Good
44.4,7.5,50,Bad
36.9,30.7,0,Good
63.8,42.9,0,Good
54.2,15.5,0,Neutral
30.4,2.5,0,Bad
36.8,18.5,21,Neutral
28.6,16.3,17,Neutral
41.6,25.4,11,Neutral
52.7,1.2,47,Bad
45.9,15.7,0,Neutral
35.3,14.0,0,Neutral
63.7,16.0,14,Neutral
49.4,47.1,0,Good
40.0,3.9,0,Bad
36.1,2.3,0,Bad
55.4,33.2,0,Good
39.8,17.6,11,Neutral
25.3,39.7,0,Good
35.5,57.6,0,Good
49.5,18.7,40,Neutral
25.4,10.4,0,Neutral
50.8,29.5,0,Good
35.1,57.6,0,Good
41.2,27.8,0,Good
42.6,32.4,0,Good
40.6,15.6,0,Neutral
20.8,7.4,0,Bad
50.9,22.2,50,Bad
45.6,28.3,0,Good
43.5,12.8,38,Neutral
45.9,77.0,53,Good
52.0,3.2,62,Bad
47.5,36.9,0,Good
51.1,21.9,19,Neutral
43.1,17.3,0,Neutral
41.8,6.5,0,Neutral
35.1,4.3,0,Bad
42.6,14.7,0,Neutral
61.5,5.5,0,Neutral
49.1,16.6,0,Neutral
44.3,40.4,0,Good
50.4,48.3,8,Good
55.6,0.3,12,Bad
43.8,19.6,27,Neutral
53.2,17.8,0,Neutral
24.7,9.3,0,Bad
34.5,8.2,29,Bad
50.5,53.4,36,Good
32.5,15.3,8,Neutral
46.3,0.9,30,Bad
45.2,25.9,0,Good
33.0,15.0,37,Neutral
59.6,10.1,0,Neutral
49.9,11.7,49,Bad
37.4,13.2,0,Neutral
41.7,58.0,34,Good
25.6,31.1,29,Neutral
38.1,37.9,0,Good
38.3,20.8,41,Neutral
49.3,55.9,62,Bad
39.1,29.3,0,Good
51.9,20.0,17,Neutral
55.4,19.5,0,Neutral
36.6,16.1,0,Neutral
43.9,24.6,50,Bad
54.8,4.1,61,Bad
45.9,2.8,0,Bad
27.5,8.1,0,Bad
44.9,16.7,0,Neutral
57.2,8.3,0,Neutral
43.7,28.4,9,Good
22.1,34.2,0,Good
42.4,7.7,0,Neutral
47.8,6.7,0,Neutral
39.3,45.7,0,Good
21.0,24.3,15,Neutral
51.8,28.3,59,Bad
49.9,0.5,35,Bad
35.6,82.7,16,Good
35.4,22.7,25,Neutral
39.6,2.9,0,Bad
48.6,7.2,0,Neutral
27.7,8.6,0,Neutral
44.5,16.8,0,Neutral
41.2,13.5,0,Neutral
40.9,10.9,45,Bad
47.3,27.8,0,Good
47.5,15.2,0,Neutral
39.4,9.8,43,Bad
49.2,21.5,29,Neutral
51.2,27.9,46,Neutral
33.4,9.8,0,Neutral
37.4,23.5,53,Bad
21.0,22.6,14,Neutral
41.8,31.9,0,Good
55.1,1.6,3,Neutral
45.8,15.8,0,Neutral
50.3,12.7,1,Neutral
63.0,22.9,51,Bad
40.2,1.5,2,Bad
45.7,5.1,0,Neutral
54.5,1.7,0,Neutral
25.4,8.4,0,Bad
51.6,16.7,0,Neutral
34.0,10.2,0,Neutral
34.5,54.7,13,Good
43.6,30.0,0,Good
24.6,53.3,0,Good
54.2,12.4,0,Neutral
40.8,53.6,0,Good
23.2,88.5,0,Good
36.7,52.7,35,Good
47.8,5.5,58,Bad
40.1,16.0,0,Neutral
31.3,35.5,0,Good
53.6,9.1,43,Bad
47.4,7.7,24,Neutral
48.1,19.5,25,Neutral
49.8,10.4,0,Neutral
42.1,21.0,32,Neutral
45.9,19.5,7,Neutral
45.6,32.0,41,Neutral
37.7,28.6,0,Good
47.0,44.9,0,Good
49.3,4.9,0,Neutral
48.9,59.2,52,Neutral
23.6,42.9,35,Good
42.1,55.2,0,Good
47.9,2.9,10,Bad
29.6,52.2,0,Good
43.7,13.3,0,Neutral
52.2,25.7,35,Neutral
53.2,9.6,0,Neutral
55.0,88.3,43,Good
50.2,7.9,0,Neutral
27.5,58.3,48,Neutral
30.1,36.2,45,Neutral
51.8,3.1,0,Neutral
35.9,81.2,0,Good
43.8,5.9,0,Neutral
46.5,21.4,15,Neutral
34.4,3.2,0,Bad
20.6,16.3,3,Neutral
35.7,11.3,8,Neutral
54.6,37.1,51,Neutral
53.4,16.9,0,Neutral
58.5,20.2,0,Neutral
38.3,0.8,0,Bad
57.3,26.9,0,Good
50.4,47.2,0,Good
39.6,11.5,20,Neutral
51.0,36.9,11,Good
28.5,11.2,54,Bad
39.7,19.0,47,Bad
45.8,51.8,8,Good
42.4,10.7,0,Neutral
35.8,16.3,0,Neutral
40.6,11.7,0,Neutral
40.4,11.8,59,Bad
42.6,1.2,12,Bad
55.5,35.8,3,Good
40.3,32.1,58,Bad
54.8,11.7,0,Neutral
40.0,8.8,0,Neutral
47.9,23.5,23,Neutral
29.9,8.3,0,Neutral
45.3,15.8,8,Neutral
46.6,7.7,58,Bad
42.5,1.8,0,Bad
53.5,9.4,0,Neutral
49.2,5.1,1,Neutral
39.6,11.8,0,Neutral
41.4,33.4,0,Good
39.2,4.1,32,Bad
48.3,10.3,0,Neutral
40.5,3.3,5,Bad
49.6,63.6,6,Good
35.4,53.9,59,Bad
25.5,31.8,17,Neutral
42.0,17.5,0,Neutral
44.5,21.3,48,Bad
45.9,26.2,22,Neutral
56.0,21.8,24,Neutral
46.0,10.1,60,Bad
48.4,0.2,38,Bad
47.5,44.0,0,Good
41.3,14.1,63,Bad
39.6,0.6,0,Bad
40.4,0.9,17,Bad
49.6,75.9,0,Good
37.1,0.4,0,Bad
40.5,17.5,0,Neutral
37.8,45.7,49,Neutral
25.1,53.4,0,Good
35.0,7.9,0,Neutral
53.0,15.9,0,Neutral
47.9,13.3,0,Neutral
49.0,35.2,0,Good
36.9,12.6,0,Neutral
44.7,38.2,14,Good
53.5,47.9,45,Good
22.0,43.1,0,Good
37.1,22.2,0,Neutral
53.6,32.9,0,Good
27.5,15.0,1,Neutral
25.4,41.6,0,Good
33.8,15.8,0,Neutral
54.8,1.4,59,Bad
49.6,21.8,16,Neutral
28.9,11.8,18,Neutral
54.5,23.3,0,Good
44.7,30.7,9,Good
51.2,16.3,56,Bad
55.1,13.0,39,Neutral
52.1,4.4,0,Neutral
45.7,2.4,8,Bad
51.8,15.7,0,Neutral
35.5,0.9,0,Bad
58.3,9.8,0,Neutral
46.2,3.2,0,Bad
38.9,38.4,0,Good
30.0,6.1,0,Bad
57.6,11.0,0,Neutral
37.6,24.2,58,Bad
59.5,27.0,56,Bad
39.2,2.4,0,Bad
45.3,22.5,0,Neutral
54.5,0.3,0,Bad
49.2,47.4,0,Good
21.2,25.8,0,Neutral
39.2,10.8,0,Neutral
40.0,25.8,61,Bad
52.2,59.1,53,Neutral
46.2,35.5,1,Good
55.2,35.5,0,Good
51.7,13.1,10,Neutral
42.0,19.6,0,Neutral
40.5,4.2,0,Bad
39.9,20.4,0,Neutral
36.8,75.5,0,Good
50.6,8.7,0,Neutral
41.7,8.5,0,Neutral
35.3,16.3,0,Neutral
21.7,4.5,53,Bad
21.8,14.9,0,Neutral
45.6,2.2,26,Bad
46.7,21.2,34,Neutral
51.3,55.7,42,Good
39.9,51.6,0,Good
52.2,17.3,8,Neutral
50.3,43.0,13,Good
25.1,12.2,9,Neutral
50.8,72.0,0,Good
45.3,17.2,46,Bad
35.8,51.2,0,Good
56.1,8.2,0,Neutral
38.6,10.7,54,Bad
36.3,3.0,0,Bad
45.0,19.3,37,Neutral
27.4,0.5,5,Bad
41.9,19.6,0,Neutral
51.7,3.2,0,Neutral
41.7,41.5,0,Good
38.9,5.7,0,Bad
20.2,32.7,63,Bad
50.3,42.3,47,Neutral
37.1,16.8,0,Neutral
40.3,30.3,40,Neutral
55.6,12.6,24,Neutral
58.4,26.3,0,Good
43.1,16.4,0,Neutral
51.0,4.5,41,Bad
44.6,10.3,11,Neutral
42.0,38.8,43,Neutral
49.5,5.0,6,Neutral
43.6,15.6,55,Bad
33.1,34.9,53,Bad
48.5,24.6,0,Neutral
30.0,19.0,53,Bad
50.3,10.3,14,Neutral
41.1,6.0,0,Neutral
53.8,7.3,0,Neutral
33.1,39.8,15,Good
37.1,16.9,1,Neutral
44.9,37.2,0,Good
45.5,10.3,0,Neutral
35.0,1.1,62,Bad
56.8,29.2,0,Good
43.0,34.7,0,Good
40.5,27.9,0,Good
50.5,57.2,0,Good
53.0,2.5,0,Neutral
50.6,72.5,0,Good
41.5,4.0,3,Bad
44.6,34.5,42,Neutral
52.6,1.1,0,Bad
54.0,7.8,0,Neutral
47.0,3.2,7,Bad
35.1,26.9,0,Neutral
51.8,37.9,0,Good
53.4,3.7,0,Neutral
35.7,35.0,0,Good
40.8,26.5,45,Neutral
51.4,51.8,3,Good
37.3,13.5,0,Neutral
42.7,16.8,0,Neutral
41.0,13.6,28,Neutral
42.5,20.3,11,Neutral
42.3,11.5,0,Neutral
41.8,6.2,0,Neutral
48.0,8.8,0,Neutral
21.8,24.5,51,Bad
52.7,39.0,43,Good
36.4,23.4,0,Neutral
51.2,23.0,33,Neutral
59.5,2.5,0,Neutral
45.3,51.7,25,Good
42.1,42.4,44,Neutral
43.9,18.1,29,Neutral
49.9,35.4,25,Good
39.3,10.2,6,Neutral
39.5,31.3,49,Bad
27.2,8.7,50,Bad
64.8,14.9,15,Neutral
58.2,31.1,0,Good
45.0,26.2,0,Good
40.8,24.1,0,Neutral
33.2,0.0,0,Bad
48.7,0.4,0,Bad
39.2,0.4,45,Bad
49.4,38.7,0,Good
30.8,25.6,46,Bad
42.6,9.1,41,Bad
38.4,5.7,43,Bad
34.1,32.9,43,Neutral
41.1,37.2,48,Neutral
54.4,36.9,0,Good
49.3,46.4,11,Good
39.4,18.0,0,Neutral
52.6,29.7,0,Good
42.5,37.6,0,Good
44.2,43.5,0,Good
41.7,27.3,0,Good
52.3,11.1,0,Neutral
41.0,21.4,0,Neutral
47.9,11.6,61,Bad
51.5,48.3,0,Good
20.5,39.8,34,Good
39.2,8.0,29,Bad
32.5,43.1,0,Good
44.3,2.5,16,Bad
47.2,10.2,0,Neutral
36.4,16.2,0,Neutral
44.3,23.2,9,Neutral
42.7,12.3,0,Neutral
36.8,2.6,0,Bad
49.2,6.0,16,Neutral
43.5,61.9,0,Good
49.8,3.5,0,Neutral
48.0,7.5,8,Neutral
64.3,12.8,36,Neutral
63.2,30.6,0,Good
47.1,36.1,0,Good
41.0,6.4,15,Bad
42.2,32.9,0,Good
45.4,39.3,0,Good
36.0,15.6,22,Neutral
41.9,8.6,0,Neutral
49.5,99.6,0,Good
50.9,14.7,0,Neutral
43.5,16.1,40,Neutral
48.8,20.5,0,Neutral
49.2,13.2,0,Neutral
52.1,59.1,24,Good
40.7,1.5,34,Bad
41.5,19.9,0,Neutral
23.9,12.2,0,Neutral
42.7,10.0,59,Bad
38.5,91.1,0,Good
50.7,35.0,38,Good
48.3,50.3,24,Good
53.5,0.9,0,Bad
40.9,50.4,63,Bad
54.0,12.8,0,Neutral
36.7,8.1,52,Bad
43.8,0.7,0,Bad
45.6,4.7,20,Bad
39.9,8.3,0,Neutral
32.9,35.5,23,Good
44.9,17.4,13,Neutral
51.6,41.4,0,Good
49.3,11.1,64,Bad
